Year,Quarter,Data,Backcast(3),Backcast(2),Backcast(1),Nowcast(3),Nowcast(2),Nowcast(1),Forecast 1Q(3),Forecast 1Q(2),Forecast 1Q(1),Forecast 2Q(3),Forecast 2Q(2),Forecast 2Q(1)
1991,2,1.16519481577821,0.50769492470714,0.676266456442489,0.613464879846453,,,,,,,,,
1991,3,0.408031217876825,0.780462196727908,0.755558869007239,0.59956004623824,0.603528696411964,0.58423596005929,0.561399029857691,,,,,,
1991,4,1.10322885627809,0.748074085364975,0.663659764900333,0.848063728800183,0.761324582085169,0.817655384400107,0.667058384279211,0.587395187124236,0.765879420180088,0.570170623046768,,,
1992,1,0.705205760189287,0.952214555056639,0.825669073334774,0.792034262205119,0.713248524715715,0.791289342290698,0.88452619140055,0.7788716818972,0.815492422308774,0.589141570411906,0.791419379784629,0.7335983453085,0.795263578197977
1992,2,-0.923212677609264,0.489628819891061,0.645965605063969,0.797295536455044,0.920168422760922,0.810475497129962,0.849942240207713,0.734403214851662,0.717255245673151,0.934725706055015,0.717865691147683,0.947816249897927,0.403110534390178
1992,3,0.303747788899678,0.346104988714352,0.428178330240089,0.505141733633002,0.575217647395752,0.645868029950298,0.745546762576833,0.875806776016846,0.923374146927601,0.837322818616689,0.643991640718203,0.725285176188415,0.887295456506789
1992,4,0.375997005557416,0.522274138217743,0.346249007647441,0.411388506098517,0.575161731740122,0.488185589940633,0.560176898206685,0.755901711790344,0.62477855300651,0.748060641327038,0.947549155829159,0.925095676165249,0.887068206004262
1993,1,0.614023528013341,0.444373536964858,0.524189659922003,0.527310482603279,0.196976450528741,0.295782534915895,0.398526248377791,0.311288600678016,0.73310958673652,0.825707418121045,0.590460627962083,0.697285056983984,0.706423769784975
1993,2,0.24958412695959,0.557159844664496,0.541653762379712,0.498979279930613,0.468250751634324,0.237944371517986,0.56746775231698,0.417936114584131,0.192916138358133,0.388577388435899,0.608491604195309,0.542278065205169,0.66500695965408
1993,3,0.813936827854889,0.47265100977061,0.528960837255169,0.45415151102193,0.435138296302315,0.478854451035504,0.352361129358403,0.232604538382446,0.377696105159523,0.543066402270052,0.313068529290895,0.65699057463884,0.742677596338138
1993,4,-0.622319626498147,0.634967841439524,0.787183328322302,0.656189778363497,0.608228291682245,0.573900496838113,0.434840980798071,0.536139761081809,0.443059161743959,0.674145410756654,0.34353394651578,0.1190975693915,0.498179042790068
1994,1,1.48544405846067,0.559303281157229,0.589240189499546,0.552802199684772,0.679846936474785,0.710591948100598,0.666321936809291,0.481358977372361,0.540785756333723,0.416714275448125,0.379213248072953,0.383677328215034,0.633751019743735
1994,2,1.14381797188035,0.907023138226391,0.934616503614068,0.69134489095094,0.652525644928016,0.648958767360274,0.656748262835334,0.72937414835451,0.756220797950937,0.698320583437095,0.516030103986508,0.444782956678845,0.47605893627395
1994,3,0.755308582084524,0.904466171460237,0.685557032442531,0.953465592146864,0.992242088631648,0.8994647538573,0.785656907718272,0.654914382940312,0.770124240446502,0.64842401785668,0.715366364654868,0.741494069226042,0.655804770730331
1994,4,0.942442683127531,0.766086984403022,0.715275160911827,0.71591738990964,0.731256102414461,0.911440019909428,0.967654843422322,0.8852565551376,0.854050315057981,0.748333988093043,0.73340221645605,0.714665812203151,0.698767359603475
1995,1,0.677999130138218,0.838095920718424,0.89862944712003,0.889664435233623,0.723071743033534,0.790126009738545,0.601623342976433,0.819159969735173,0.722382927782636,0.922920211931892,0.960020960918298,0.872320687343458,0.808574936810811
1995,2,0.781488562872923,0.767182362464664,0.701494013904754,0.817350332001715,0.82863314136769,0.887127534300451,0.911655179993485,0.699917795186105,0.811034617808169,0.741550195325262,0.771262977537404,0.724850729084062,0.876885591719046
1995,3,0.782625673956439,0.542591154194723,0.53072738914509,0.556434537413138,0.661400878815257,0.764618277571385,0.824981194950425,0.805134438071559,0.779482899928001,0.826086377934001,0.797198698782257,0.766451904610655,0.754259539644754
1995,4,0.709850591413819,0.453038130686693,0.399176792253275,0.380679950609847,0.56596230330832,0.4493758274293,0.516487790128806,0.845024001501674,0.744763010511759,0.823889560482632,0.818412644447238,0.852995535054171,0.818983361102567
1996,1,0.115273702053997,0.45496556464347,0.54161515300254,0.709624994597023,0.502118570474018,0.512569050309905,0.46196347779163,0.571244561633763,0.443842280683645,0.598403386638195,0.646017756811056,0.774751411175127,0.875259011256503
1996,2,1.10028054526357,0.71098534550433,0.692943627116381,0.559136256435395,0.505228394969457,0.557018815100326,0.61563700170325,0.387505325035258,0.359789891232159,0.431387149643357,0.614670844729138,0.500553520084624,0.585962614137359
1996,3,1.38693458340668,0.709585916494724,0.71026242287252,0.910585086817281,0.731474713428517,0.692507313692182,0.51470450078892,0.555496241948017,0.5956901054646,0.70005912082159,0.417003784315255,0.410286864639283,0.472668617232049
1996,4,0.70497927129356,0.854038237763779,0.970123867487139,0.690677071910203,0.731171975079294,0.730222631918627,0.920823868467054,0.760291972635441,0.720073067712373,0.544457485771955,0.515948672516146,0.646327720995532,0.615374236644834
1997,1,1.08034146468832,0.902555452765931,0.912181029213676,0.774454384139012,0.821183654871765,0.945201599015122,0.78514205063692,0.621209065097806,0.476378834736441,0.868701164439262,0.736089692398201,0.838217354822705,0.516380825881196
1997,2,1.04814980557126,0.788629878868133,0.948837581856368,0.807205172839449,0.866878876769802,0.894923732585986,0.778369360393903,0.85904259507686,0.742902015310652,0.758423508854507,0.787174491239058,0.650167126087965,0.775951667168736
1997,3,1.43886240067825,0.949808417290606,0.886927107386588,0.697349767238856,0.82456766503967,0.918079686891041,0.807126394185466,0.89441133459303,0.935683682696672,0.782467924119132,0.880732177985756,0.732286313384988,0.720111118612938
1997,4,1.27016699756499,0.96773184971241,1.01503112661153,0.946860747910997,0.949107835486872,0.938843291823563,0.731353392794281,0.846734464484329,0.938845951644311,0.859875551677297,1.01290593236485,0.899662430654035,0.706066807307769
1998,1,1.34349743405373,0.913000323156217,0.862464219523157,0.881485941074502,0.912073726809371,0.986211442336158,0.945363445151256,0.885726852640478,0.958013850510591,0.675253946193685,0.757742422395176,0.927152485790663,0.881315956483785
1998,2,0.710481212677472,0.776666923153875,0.841793154923712,0.776088470955428,0.851626391868193,0.804329474322862,0.919641035304752,0.97559315441664,0.900624276568084,0.906560462141075,0.943809945943507,0.922512950975633,0.539807530624952
1998,3,0.856478165452224,0.816320941624179,0.795319557730094,0.827118515908552,0.819328763640994,0.87128047628302,0.81236616262176,0.797136654514637,0.811065801001072,0.845436932047957,0.950920221683755,0.943501579512081,0.907153231781345
1998,4,0.910224946088789,0.527170734838917,0.500259884816674,0.850898134053903,0.772568374523178,0.79519962959639,0.836351922543203,0.945473504890747,0.881262218108068,0.744925203668681,0.978093207775195,0.770088221696197,0.872208632607111
1999,1,1.64825924211236,0.808224864149583,0.663793416971919,0.731649232810412,0.540465904171772,0.551267498735245,0.772631867782114,0.76197844720517,0.747670735092405,0.907348728297162,0.819390524400688,0.89100875180934,0.703698766940235
1999,2,1.10685722599229,0.687067849479434,0.630347136710846,0.966639891355737,0.826907819374451,0.725583904253019,0.735498373028655,0.560608323485064,0.547493902003032,0.799436949022519,0.864176738809934,0.752499790779374,0.89593678107077
1999,3,1.37566405613807,0.988016652917444,0.950622444078396,0.924514217891655,0.686109735176436,0.641921911728105,0.988024087191174,0.730875513868439,0.736424146601444,0.779615499478848,0.581868911081045,0.571280573797032,0.847184427953791
1999,4,1.40135054328887,0.962463748576794,0.911143600123852,0.854827803604461,0.990399740175274,0.979141470788415,0.931112287077282,0.671954962497211,0.736130541382889,0.955689592778184,0.702065340824118,0.657116091658614,0.545795142468565
2000,1,0.625201577565804,0.921956783402857,0.919833843986052,0.807371061810613,0.906164266001997,0.924710718246743,0.795144586795703,1.02766225045638,0.976339636653234,0.856364685273435,0.710801396759532,0.677240595615182,0.935555539429654
2000,2,1.10190886210209,0.886654729661421,0.883554209085446,0.924815922668247,0.904819740362864,0.923548518226361,0.762171408331092,0.896158359269703,0.90748019504828,0.801529014951491,0.996733318484023,0.9019359614677,0.932561923779381
2000,3,0.814418667639671,0.926150482041237,0.96943720451923,0.930312318673529,1.01217870732115,0.897268983769314,0.87709968841665,0.836950541838233,0.882793486787494,0.792627327393307,0.90273714543392,0.858192992023564,0.879147292535967
2000,4,1.27642157904759,0.923374262756656,0.794449015302241,0.774808899174035,0.902415096798228,0.945143971037012,0.936393361774747,0.970316269578514,0.926662148671038,0.918329834040522,0.916147917757466,0.952919419836727,0.722762225635365
2001,1,0.131351791118739,0.807836623027047,0.808516816119399,0.918908577698975,0.89235866348976,0.807058668343013,0.609137034324363,0.930450680963639,0.970718400121025,0.9210340642475,0.93153930660656,0.948767003635952,0.94685210868107
2001,2,0.502820560689798,0.415354053438355,0.506826881800293,0.878403806129004,0.746701880301604,0.762956571130556,0.905416325886545,0.829210265086089,0.852253494825999,0.713434703029639,0.916031055664114,0.950267454443378,0.971286360628278
2001,3,0.165478310329092,0.422812372287308,0.43952320347386,0.806404015887239,0.659479090259149,0.428201876402486,0.896426512835905,0.789278766829699,0.764152370740567,0.838406308481792,0.848783144161568,0.846968926992227,0.691383639151794
2001,4,0.319418340174416,0.447089310181012,0.344604131719069,0.543915656158935,0.362158349658949,0.478620279681144,0.658626703316394,0.504048726105325,0.404084144611671,0.728970074847681,0.774599549663065,0.71045847436647,0.930063478091143
2002,1,-0.608174232630354,0.688652625455597,0.724559165999865,0.555612496914233,0.360288359256187,0.23434939349142,0.606114949843923,0.46879798635058,0.439411849019975,0.768347470757742,0.47834520320784,0.425595652581231,0.847832620533257
2002,2,0.354601949446831,0.62860498845945,0.591175839368486,0.940524995961295,0.728148585854559,0.688171368542051,0.623954099464584,0.552504393321451,0.31736628118076,0.465218558979828,0.436402284365978,0.630442173546195,0.77615565751735
2002,3,0.153695947246391,0.367010787329165,0.447582635886209,0.83953293873927,0.576980043329562,0.605864022709514,0.937480163784148,0.715099542238285,0.643864935564582,0.530636869598795,0.405161843203319,0.580377651309996,0.429152561795578
2002,4,0.141406244766351,0.51412345700218,0.413214577675068,0.110480953291461,0.369357217980486,0.400740225903244,0.845177741591975,0.537606473079935,0.774355335820539,0.918130642572911,0.664246744202413,0.662652589247576,0.630412878631345
