Year,Quarter,Data,Backcast(3),Backcast(2),Backcast(1),Nowcast(3),Nowcast(2),Nowcast(1),Forecast 1Q(3),Forecast 1Q(2),Forecast 1Q(1),Forecast 2Q(3),Forecast 2Q(2),Forecast 2Q(1)
1991,2,1.16519481577821,0.731683923939926,0.713567684718712,0.54832192059514,,,,,,,,,
1991,3,0.408031217876825,0.661431918149639,0.846715334797122,0.769787988695565,0.731683923939926,0.713567684718712,0.54832192059514,,,,,,
1991,4,1.10322885627809,0.771961816259997,0.526351960445048,0.663988577238852,0.661431918149639,0.846715334797122,0.769787988695565,0.707790109233585,0.755157350652376,0.649395187113952,,,
1992,1,0.705205760189287,0.760521363033229,0.827879639893247,0.881844497904519,0.771961816259997,0.526351960445048,0.663988577238852,0.696844476344668,0.797957370692834,0.745741646282288,0.758154674235829,0.703123498942653,0.748568057517826
1992,2,-0.923212677609264,0.502942638671397,0.709385129148486,0.705765269823564,0.760521363033229,0.827879639893247,0.881844497904519,0.583253334681907,0.609917817412676,0.615218956574963,0.656653128215222,0.914395514625569,0.827962960756508
1992,3,0.303747788899678,0.242307490315914,0.244635166416165,0.394703319851533,0.502942638671397,0.709385129148486,0.705765269823564,0.656129162370968,0.885587852927266,0.871456771890584,0.727867839350617,0.587429720293145,0.680160799978155
1992,4,0.375997005557416,0.22379524308315,0.171415052196051,0.435838720708788,0.242307490315914,0.244635166416165,0.394703319851533,0.70658699968367,0.733972361468006,0.631892263472511,0.704691872386752,0.895430178794112,0.90956304393634
1993,1,0.614023528013341,0.474326030758035,0.336964846799854,0.352986386901796,0.22379524308315,0.171415052196051,0.435838720708788,0.444408325995067,0.727464606011966,0.689811858705132,0.662074962076243,0.705183365370785,0.634770548641378
1993,2,0.24958412695959,0.561440379594422,0.484321971779729,0.371334633296372,0.474326030758035,0.336964846799854,0.352986386901796,0.15541061428959,0.0547257092901823,0.415141091191382,0.643884897138665,0.686234042580996,0.636026347099218
1993,3,0.813936827854889,0.604497242510117,0.442685027240909,0.503660213317775,0.561440379594422,0.484321971779729,0.371334633296372,0.405526410704751,0.335800434172292,0.364862507645643,0.379327453015474,0.198321511237532,0.629504085605692
1993,4,-0.622319626498147,0.666612082347244,0.727769114702203,0.803907995667633,0.604497242510117,0.442685027240909,0.503660213317775,0.549024387246086,0.451460062032741,0.37893103852108,0.356075169316504,0.204707110176753,0.388354595531894
1994,1,1.48544405846067,0.880723781703216,0.645109008607151,0.518004342626889,0.666612082347244,0.727769114702203,0.803907995667633,0.557876159767461,0.491030840558121,0.512637900124379,0.525945608079843,0.479735699177171,0.353942251384447
1994,2,1.14381797188035,0.842504310686213,0.83576737174816,0.867150255405623,0.880723781703216,0.645109008607151,0.518004342626889,0.643730505057103,0.686358396166958,0.778462525121784,0.568116975574625,0.522227368340617,0.532298072020542
1994,3,0.755308582084524,0.809251104090554,0.778658281661256,0.779625979197232,0.842504310686213,0.83576737174816,0.867150255405623,0.843183966827203,0.755555759767463,0.671619466535191,0.614956694133464,0.668812382753385,0.74419595655879
1994,4,0.942442683127531,0.813487823661921,0.836377943994844,0.731706323601811,0.809251104090554,0.778658281661256,0.779625979197232,0.779256068486737,0.837877079995581,0.780924506648106,0.914577333695307,0.750256837977357,0.642574341479158
1995,1,0.677999130138218,0.654044571520296,0.698998232023313,0.84939855985385,0.813487823661921,0.836377943994844,0.731706323601811,0.795175743195925,0.700545552030161,0.717326718597077,0.774710570509314,0.844285333690983,0.819723549451189
1995,2,0.781488562872923,0.703751251895124,0.706914997317733,0.644654859162773,0.654044571520296,0.698998232023313,0.84939855985385,0.821187003028975,0.849783125049837,0.76558411323443,0.755754381595289,0.643074787293377,0.610996397026923
